customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
6421-SZVEM,Female,0,Yes,Yes,0.38888888888888884,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),0.6427860696517412,0.26722549742078117
2580-ASVVY,Female,0,Yes,No,0.5138888888888888,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,0.27014925373134324,0.18343542741341196
7140-ADSMJ,Male,0,No,No,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.021890547263681587,0.018687822402358147
5207-PLSTK,Male,0,Yes,Yes,0.013888888888888888,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3034825870646766,0.00561325534266765
0357-NVCRI,Female,0,No,Yes,0.3472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.01791044776119402,0.0543132829771555
4735-ASGMA,Male,0,No,No,0.3611111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7970149253731342,0.2896209469417834
1704-NRWYE,Female,1,No,No,0.125,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6228855721393034,0.0865477616064849
4658-HCOHW,Female,0,Yes,Yes,0.29166666666666663,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8412935323383085,0.24297047715549008
4283-FUTGF,Male,1,No,No,0.2638888888888889,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6129353233830845,0.16946273949889465
4712-AUQZO,Male,0,No,No,0.25,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,0.1527363184079602,0.06336933492999264
0363-QJVFX,Male,0,No,No,0.4444444444444444,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8945273631840797,0.39527680545320565
1261-FWTTE,Male,1,No,No,0.3194444444444444,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.16318407960199,0.08848217575534269
5906-DVAPM,Female,0,Yes,Yes,0.7638888888888888,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),0.5646766169154228,0.48520403463522477
8234-GSZYK,Male,0,No,No,0.5972222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.081592039800995,0.1278152634487841
4816-JBHOV,Male,1,No,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.2631840796019901,0.010788964627855566
6435-SRWBJ,Female,0,No,No,0.06944444444444445,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,0.6417910447761194,0.04810128039793663
9715-SBVSU,Male,0,Yes,Yes,0.19444444444444442,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),0.4293532338308458,0.09390544399410465
8313-KTIHG,Male,0,No,No,0.05555555555555555,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.4283582089552238,0.028716838614591015
7878-JGDKK,Male,0,No,No,0.05555555555555555,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.2616915422885572,0.025417971628592488
9367-TCUYN,Female,0,No,No,0.16666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01840796019900498,0.025746131171702286
1334-PDUKM,Female,0,Yes,No,0.9444444444444444,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),0.6786069651741293,0.6635673820928519
7249-WBIYX,Male,0,Yes,No,0.1388888888888889,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6701492537313432,0.09370969970523214
0691-JVSYA,Female,0,Yes,No,0.736111111111111,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.7621890547263681,0.5757415254237289
3224-DFQNQ,Female,0,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,0.7039800995024875,0.6791866249078852
7956-XQWGU,Male,0,No,No,0.375,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.011442786069651711,0.05299488761974946
8988-ECPJR,Female,1,Yes,Yes,0.4722222222222222,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.6104477611940298,0.3129951179071482
4706-AXVKM,Female,1,No,No,0.15277777777777776,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6621890547263681,0.10441806374355198
3913-RDSJZ,Female,0,Yes,No,0.8888888888888888,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.072636815920398,0.1974656871775977
0620-DLSLK,Female,0,No,No,0.18055555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.6333333333333334,0.11847135224760504
3039-MJSLN,Male,0,No,Yes,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.019402985074626844,0.005826271186440679
1307-ATKGB,Male,0,No,No,0.3333333333333333,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7094527363184079,0.25183654200442157
6023-GSSXW,Female,0,Yes,No,0.9583333333333333,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),0.4298507462686567,0.47568165070007373
0564-MUUQK,Female,0,Yes,Yes,0.2777777777777778,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7686567164179104,0.2206383566691231
6137-MFAJN,Female,0,No,No,0.6666666666666666,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.2641791044776119,0.2423256724392042
9206-GVPEQ,Male,0,Yes,No,0.18055555555555555,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.36019900497512436,0.0813893238761975
4395-PZMSN,Male,1,No,No,0.06944444444444445,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6696517412935323,0.047036201179071487
9389-ACWBI,Female,0,Yes,Yes,0.06944444444444445,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.5144278606965175,0.03689204126750185
8775-ERLNB,Male,1,Yes,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5577114427860697,0.008555176860722182
9574-RKJIF,Male,0,Yes,Yes,0.41666666666666663,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.7577114427860697,0.32685841930729553
7315-WYOAW,Male,0,No,No,0.18055555555555555,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,0.8208955223880597,0.15121246315401624
3214-IYUUQ,Female,0,Yes,No,0.8472222222222222,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),0.7507462686567165,0.6748226787030215
9618-LFJRU,Female,0,No,No,0.05555555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.021890547263681587,0.009539655490051585
4190-MFLUW,Female,0,Yes,Yes,0.1388888888888889,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),0.36766169154228856,0.06083617354458365
2150-WLKUW,Female,0,Yes,No,0.5555555555555556,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),0.45422885572139304,0.30340364775239503
6171-ZTVYB,Male,0,Yes,No,0.5972222222222222,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0.4776119402985074,0.33476303426676496
7590-VHVEG,Female,0,Yes,No,0.013888888888888888,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.11542288557213931,0.0034370394252026537
5186-EJEGL,Male,0,No,No,0.125,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.5099502487562189,0.07521762159174651
5550-VFRLC,Female,1,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5134328358208955,0.008042787398673545
1178-PZGAB,Female,0,No,No,0.2638888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.019900497512437804,0.044174880250552696
0196-JTUQI,Female,0,No,No,0.125,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5666666666666667,0.07298383382461313
4299-SIMNS,Male,0,No,No,0.125,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.6258706467661692,0.09032447494473105
0859-YGKFW,Male,0,Yes,Yes,0.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.01791044776119402,0.03982820560058954
4753-PADAS,Female,0,Yes,No,0.9305555555555555,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8701492537313432,0.78492884119381
3638-DIMPH,Female,0,Yes,No,0.18055555555555555,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,0.254228855721393,0.06823991341193811
6715-OFDBP,Male,0,No,No,0.06944444444444445,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.5154228855721392,0.039885777450257925
0177-PXBAT,Male,1,Yes,No,0.4583333333333333,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9119402985074626,0.4254214259395726
1221-GHZEP,Female,0,No,No,0.861111111111111,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,0.46616915422885563,0.44292902542372886
8809-XKHMD,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.8189054726368158,0.8434391120117909
9367-WXLCH,Male,0,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6592039800995024,0.07629997236551217
1976-CFOCS,Female,1,Yes,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.2761194029850746,0.005296610169491526
2270-CHBFN,Female,0,Yes,No,0.611111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.7646766169154228,0.46754674834193083
2085-BOJKI,Male,0,Yes,No,0.2361111111111111,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.7800995024875622,0.18287698047162862
9647-ERGBE,Female,0,Yes,Yes,0.41666666666666663,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8139303482587064,0.350744979734709
7480-SPLEF,Male,0,Yes,Yes,0.9583333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.0771144278606965,0.2068614130434783
7811-JIVPF,Female,0,No,No,0.3194444444444444,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.3129353233830846,0.12449912490788506
6275-YDUVO,Female,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,0.6761194029850747,0.02057617907148121
7675-OZCZG,Female,1,No,No,0.041666666666666664,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.26616915422885573,0.01463476418570376
4973-RLZVI,Female,0,No,No,0.41666666666666663,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),0.5611940298507463,0.26582074428887253
6650-VJONK,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.25472636815920396,0.005049051215917466
2754-SDJRD,Female,1,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8149253731343283,0.10461380803242447
8406-LNMHF,Male,1,Yes,No,0.8194444444444444,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),0.6437810945273632,0.5645668294030951
5816-SCGFC,Female,1,No,No,0.09722222222222221,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.32885572139303476,0.04828551031687547
5982-FPVQN,Female,0,Yes,Yes,0.5138888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7651741293532338,0.40678541820191605
0961-ZWLVI,Male,0,No,Yes,0.6805555555555555,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.9049751243781096,0.609161984156227
8731-WBBMB,Female,0,Yes,No,0.3611111111111111,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.6333333333333334,0.2393319362564481
9019-QVLZD,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.6099502487562188,0.009159681282240238
8085-MSNLK,Female,0,Yes,No,0.861111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.9522388059701493,0.7935012896094327
7609-NRNCA,Female,0,No,No,0.2361111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.012935323383084563,0.03233810795873251
5119-KEPFY,Male,0,Yes,No,0.5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.763681592039801,0.3961231116433309
7321-KKSDU,Male,0,No,Yes,0.4444444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.02238805970149252,0.08023212969786293
5173-ZXXXL,Male,0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01691542288557213,0.005492354458364039
4641-FROLU,Female,0,Yes,Yes,0.41666666666666663,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.010447761194029848,0.06942013633014002
1309-BXVOQ,Male,0,Yes,No,0.29166666666666663,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8741293532338307,0.25906756632277084
7762-URZQH,Male,0,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.8736318407960199,0.8038584653647753
5301-GAUUY,Male,0,No,No,0.4444444444444444,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.617910447761194,0.2989303150331614
4086-YQSNZ,Female,1,Yes,No,0.041666666666666664,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.618407960199005,0.025797945836403838
6980-IMXXE,Female,0,Yes,Yes,0.9583333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.019402985074626844,0.16265774686809142
9851-KIELU,Male,0,No,No,0.1388888888888889,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.9139303482587063,0.12012942151805454
7206-GZCDC,Female,1,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5074626865671642,0.007973701179071483
8413-YNHNV,Male,0,No,No,0.9583333333333333,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.7203980099502488,0.7279499815770083
1374-DMZUI,Female,1,No,No,0.05555555555555555,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7567164179104477,0.048872743183493
1525-LNLOJ,Male,0,Yes,Yes,0.9166666666666666,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0.44825870646766164,0.48241755711127493
2346-DJQTB,Female,0,No,No,0.4861111111111111,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.05870646766169152,0.0935542557111275
9927-DSWDF,Male,0,Yes,No,0.3055555555555555,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8592039800995025,0.25107659358879886
1098-KFQEC,Female,0,Yes,Yes,0.7638888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.011442786069651711,0.12470062638172441
6000-APYLU,Male,0,No,No,0.125,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6223880597014925,0.08210897199705233
0058-EVZWM,Female,0,Yes,No,0.7638888888888888,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.7119402985074627,0.571066691230656
1621-YNCJH,Female,0,Yes,No,0.5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.8736318407960199,0.44150700073691973
0818-OCPZO,Male,1,No,No,0.375,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6288557213930348,0.2443406871775977
5055-BRMNE,Female,0,Yes,Yes,0.9305555555555555,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.8800995024875623,0.8070997605011055
0406-BPDVR,Female,1,Yes,No,0.75,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),0.8283582089552238,0.6186786109064113
0979-MOZQI,Male,0,Yes,No,0.861111111111111,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.2064676616915423,0.2691426400147384
6229-UOLQL,Male,0,Yes,Yes,0.7777777777777777,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,0.33582089552238803,0.3321780582166544
3331-HQDTW,Female,0,No,No,0.4722222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.9109452736318407,0.41304923544583644
3023-GFLBR,Female,0,Yes,Yes,0.4583333333333333,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),0.6756218905472637,0.3161500552689757
5380-AFSSK,Female,0,No,No,0.06944444444444445,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.7527363184079602,0.056057710022107604
6036-TTFYU,Female,0,Yes,No,0.2222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.013432835820895522,0.03620693625644805
4636-JGAAI,Male,0,Yes,No,0.4722222222222222,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,0.7024875621890546,0.3454598839351511
0193-ESZXP,Female,1,Yes,No,0.8055555555555555,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.8681592039800995,0.7145242262343405
8016-ZMGMO,Female,1,Yes,No,0.9166666666666666,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),0.5233830845771144,0.5456487196020635
