customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
5811-IWXYM,Female,0,Yes,Yes,0.7222222222222222,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.8258706467661691,0.6103882645541637,No
7044-YAACC,Male,1,Yes,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5169154228855721,0.03228053610906412,No
8189-XRIKE,Female,1,No,No,0.4444444444444444,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.7233830845771144,0.3336806834929993,No
1506-YJTYT,Male,0,Yes,Yes,0.625,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),0.553233830845771,0.38814941046425944,No
4123-DVHPH,Male,0,Yes,No,0.125,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6945273631840796,0.09226464627855564,No
6425-YQLLO,Female,1,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.872636815920398,0.803156088798821,Yes
5442-UTCVD,Male,0,No,Yes,0.041666666666666664,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.7323383084577114,0.029597687914517324,Yes
2228-BZDEE,Female,0,No,No,0.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01840796019900498,0.12429186624907887,No
7734-DBOAI,Female,0,Yes,Yes,0.013888888888888888,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,0.21741293532338307,0.00461726234340457,Yes
2789-CZANW,Female,0,Yes,Yes,0.8888888888888888,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.9159203980099503,0.8056950073691969,No
2091-RFFBA,Female,1,No,No,0.4305555555555555,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5537313432835821,0.25529085298452475,Yes
2114-MGINA,Female,0,No,No,0.19444444444444442,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.7119402985074627,0.1300087509211496,Yes
7596-LDUXP,Female,0,No,No,0.16666666666666666,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),0.6656716417910448,0.11273143883566693,No
3740-RLMVT,Male,1,Yes,No,0.9305555555555555,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0.4248756218905473,0.4743229550478998,No
4489-SNOJF,Female,0,Yes,Yes,0.4861111111111111,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,0.5373134328358209,0.2957523489314665,Yes
2192-OZITF,Female,0,No,No,0.625,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,0.5502487562189055,0.38562776344878413,No
5651-CPDND,Male,0,No,No,0.1388888888888889,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.2761194029850746,0.05666221444362565,No
2186-QZEYA,Female,1,No,No,0.40277777777777773,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.4009950248756219,0.19792626197494476,No
1131-ALZWV,Female,0,No,No,0.3333333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.06318407960199005,0.06969072402358144,No
7729-XBTWX,Male,0,Yes,Yes,0.9166666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.014925373134328346,0.15481070375829037,No
9134-WYRVP,Male,0,No,No,0.7083333333333333,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,0.6776119402985074,0.4913354366249079,No
3284-SVCRO,Female,0,Yes,No,0.625,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.07213930348258707,0.1290818441414886,No
9732-OUYRN,Female,0,Yes,No,0.6805555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.007462686567164173,0.10578251658069272,No
0559-CKHUS,Female,0,Yes,No,0.40277777777777773,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.012935323383084563,0.060081982313927786,No
2931-SVLTV,Male,0,Yes,Yes,0.5555555555555556,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.9139303482587063,0.5145887067059691,No
6899-PPEEA,Female,1,No,No,0.5138888888888888,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7791044776119402,0.4122489867354459,Yes
7504-UWHNB,Male,0,No,No,0.3472222222222222,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5124378109452736,0.19912375644804717,No
2582-FFFZR,Female,0,No,No,0.3055555555555555,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.3218905472636816,0.12358373249815771,No
8908-NMQTX,Male,0,No,No,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.47114427860696506,0.5258037030213707,No
2187-LZGPL,Female,0,No,No,0.09722222222222221,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.21741293532338307,0.03377164701547532,Yes
1431-AIDJQ,Male,0,Yes,Yes,0.4583333333333333,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.635323383084577,0.299730563743552,No
6288-LBEAR,Female,0,No,No,0.3194444444444444,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.6054726368159203,0.2053875736919676,No
4597-NUCQV,Male,1,No,No,0.3333333333333333,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8258706467661691,0.28096789793662497,Yes
9019-QVLZD,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.6099502487562188,0.009159681282240238,Yes
8413-YNHNV,Male,0,No,No,0.9583333333333333,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.7203980099502488,0.7279499815770083,No
5808-TOTXO,Female,0,No,Yes,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.02288557213930348,0.00660924834193073,No
4369-NYSCF,Male,0,No,No,0.7777777777777777,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.572139303482587,0.4933504513633014,No
6333-YDVLT,Male,0,No,No,0.9027777777777777,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.9129353233830845,0.8219705692704496,No
5324-KTGCG,Male,0,Yes,No,0.986111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.025870646766169153,0.17729251105379515,No
5599-HVLTW,Female,1,No,No,0.19444444444444442,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.617910447761194,0.12183354826823876,No
7394-LWLYN,Female,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5164179104477612,0.014254789977892411,No
3707-LRWZD,Female,0,No,No,0.4444444444444444,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,0.6547263681592039,0.32031250000000006,Yes
6873-UDNLD,Male,0,No,No,0.5555555555555556,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.4895522388059702,0.3144574428887252,No
2700-LUEVA,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.02487562189054726,0.002389231761238025,No
1455-ESIQH,Male,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7049751243781094,0.010259303610906411,Yes
0958-YHXGP,Female,0,No,No,0.09722222222222221,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5139303482587065,0.05726096168017687,No
1101-SSWAG,Female,0,Yes,No,0.20833333333333331,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.32686567164179103,0.08188444178334563,No
2979-SXESE,Female,0,Yes,Yes,0.2361111111111111,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.7577114427860697,0.18505895357406046,Yes
4013-TLDHQ,Male,0,No,No,0.2638888888888889,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5970149253731343,0.17167349852616068,Yes
5743-KHMNA,Male,0,No,No,0.986111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.072636815920398,0.21855425571112752,No
4194-FJARJ,Female,0,Yes,Yes,0.75,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),0.41542288557213924,0.3769747144436257,No
5325-UWTWJ,Male,0,Yes,No,0.4305555555555555,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.7194029850746269,0.3373422531319087,No
3969-GYXEL,Female,0,No,No,0.15277777777777776,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.5786069651741294,0.09657102063375093,No
9208-OLGAQ,Female,1,No,No,0.25,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.663681592039801,0.16622720154753134,No
3244-CQPHU,Female,1,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9139303482587063,0.8919836956521741,No
2674-MLXMN,Female,1,No,No,0.986111111111111,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8099502487562189,0.8003811256448048,No
9708-HPXWZ,Male,1,No,No,0.06944444444444445,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),0.27014925373134324,0.024727109432571854,No
6992-TKNYO,Male,0,Yes,No,0.5277777777777778,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.5049751243781094,0.30737034819454684,No
4468-YDOVK,Male,0,No,Yes,0.06944444444444445,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3024875621890547,0.027081798084008846,No
3754-DXMRT,Male,1,No,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.2577114427860696,0.010668063743551955,Yes
5792-JALQC,Female,1,No,No,0.7222222222222222,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),0.41393034825870645,0.3573196849668387,No
7130-VTEWQ,Female,1,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.572139303482587,0.0698058677229182,Yes
2200-DSAAL,Female,0,No,No,0.9444444444444444,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.6208955223880598,0.6137389462048637,No
4302-ZYFEL,Male,0,Yes,Yes,0.9583333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.02288557213930348,0.16155812453942522,No
9351-LZYGF,Female,0,Yes,No,0.5833333333333333,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.4791044776119403,0.31408898305084754,No
4366-CTOUZ,Female,0,No,No,0.6944444444444444,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,0.8154228855721393,0.5801457719233604,No
6121-VZNQB,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.008457711442786064,0.0021992446573323512,Yes
7903-CMPEY,Male,1,Yes,No,0.013888888888888888,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.617412935323383,0.009246039056742816,Yes
1518-OMDIK,Male,0,Yes,No,0.4583333333333333,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.2616915422885572,0.16840917464996316,No
6671-NGWON,Female,0,No,No,0.09722222222222221,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.020895522388059695,0.01734064112011791,No
0595-ITUDF,Male,0,Yes,Yes,0.8888888888888888,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.7318407960199005,0.6863140198968314,No
6996-KNSML,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5636815920398011,0.008624263080324247,Yes
1955-IBMMB,Male,0,No,No,0.8194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.019402985074626844,0.1372858327192336,No
0096-BXERS,Female,0,Yes,No,0.08333333333333333,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.31940298507462683,0.03621845062638173,No
3806-YAZOV,Female,0,No,No,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.00547263681592039,0.006448047162859249,No
7998-ZLXWN,Female,0,Yes,No,0.20833333333333331,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.021890547263681587,0.03808953574060428,No
6253-WRFHY,Male,0,Yes,Yes,0.18055555555555555,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,0.4626865671641791,0.10102132461311719,No
9133-AYJZG,Female,0,No,No,0.3194444444444444,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.800497512437811,0.2589696941783346,No
2675-OTVVJ,Male,1,Yes,No,0.4305555555555555,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.708457711442786,0.3232832074428888,No
8680-CGLTP,Male,0,No,No,0.40277777777777773,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,0.4029850746268656,0.19530674281503319,No
8430-TWCBX,Female,0,Yes,No,0.6805555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.024378109452736302,0.11883405490051585,No
5018-GWURO,Female,0,Yes,No,0.7777777777777777,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6701492537313432,0.5645265291083273,No
6741-QRLUP,Female,0,No,No,0.875,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.617412935323383,0.5751830784819456,No
4737-HOBAX,Male,0,Yes,No,0.875,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6124378109452736,0.5796391396462787,No
0537-QYZZN,Male,1,Yes,Yes,0.3333333333333333,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.6129353233830845,0.21390820744288874,No
3340-QBBFM,Male,1,Yes,No,0.5,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),0.3567164179104477,0.2294641212232867,No
1704-NRWYE,Female,1,No,No,0.125,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6228855721393034,0.0865477616064849,Yes
2592-SEIFQ,Male,0,No,No,0.041666666666666664,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.06467661691542287,0.007708870670596907,Yes
8200-KLNYW,Female,0,Yes,No,0.29166666666666663,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,0.6233830845771144,0.1974656871775977,No
3372-CDXFJ,Male,0,Yes,Yes,0.18055555555555555,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.062189054726368154,0.039563375092114966,No
4781-ZXYGU,Male,0,Yes,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0.018905472636815884,0.002320145541635962,No
7632-YUTXB,Female,0,Yes,Yes,0.3472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01791044776119402,0.05988623802505528,No
2718-YSKCS,Male,0,Yes,Yes,0.986111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.013432835820895522,0.15975612564480474,No
9896-UYMIE,Male,0,No,No,0.9166666666666666,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.9557213930348257,0.8501865327929257,No
0853-NWIFK,Female,0,No,No,0.625,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,0.8164179104477611,0.5162985906411202,No
8212-CRQXP,Female,0,Yes,No,0.3055555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.6144278606965173,0.1964869657332351,No
6980-CDGFC,Female,0,Yes,No,0.9305555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.025870646766169153,0.15284174649963156,No
7691-XVTZH,Female,0,Yes,No,0.9444444444444444,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0.7134328358208956,0.6879030029476788,No
2520-SGTTA,Female,0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01741293532338306,0.0,No
7481-ATQQS,Female,1,No,No,0.6805555555555555,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.7223880597014924,0.5199716746499633,Yes
2277-VWCNI,Female,1,No,No,0.05555555555555555,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.3034825870646766,0.020708594325718498,No
1088-CNNKB,Male,0,Yes,No,0.875,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.6144278606965173,0.5803472733971997,No
8642-GVWRF,Female,0,Yes,No,0.027777777777777776,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.6114427860696517,0.01899871039056743,Yes
1930-BZLHI,Male,0,No,No,0.29166666666666663,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.020895522388059695,0.04867124170965365,No
3400-ESFUW,Male,0,Yes,Yes,0.7638888888888888,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),0.3910447761194029,0.35077376565954316,Yes
